,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
PLD,https://www.sec.gov//Archives/edgar/data/1045609/000156459019002872/pld-10k_20181231.htm,https://www.sec.gov//Archives/edgar/data/1045609/000156459018002228/pld-10k_20171231.htm,https://www.sec.gov//Archives/edgar/data/1045609/000156459017001559/pld-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/1045609/000156459016012933/pld-10k_20151231.htm,https://www.sec.gov//Archives/edgar/data/1045609/000119312515062622/d834674d10k.htm,https://www.sec.gov//Archives/edgar/data/1045609/000119312514070012/d630904d10k.htm,https://www.sec.gov//Archives/edgar/data/1045609/000119312513081863/d446045d10k.htm,https://www.sec.gov//Archives/edgar/data/1045609/000119312512087643/d257901d10k.htm,https://www.sec.gov//Archives/edgar/data/1045609/000095012311015736/f57426e10vk.htm,,,,,,,,,
PRU,https://www.sec.gov//Archives/edgar/data/1137774/000113777419000058/form10-kx4q2018.htm,https://www.sec.gov//Archives/edgar/data/1137774/000113777418000063/form10-kx4q2017.htm,https://www.sec.gov//Archives/edgar/data/1137774/000113777417000084/form10-kx4q2016.htm,https://www.sec.gov//Archives/edgar/data/1137774/000113777416000226/pfi201510-k.htm,https://www.sec.gov//Archives/edgar/data/1137774/000119312515056366/d864090d10k.htm,https://www.sec.gov//Archives/edgar/data/1137774/000119312514073074/d655171d10k.htm,https://www.sec.gov//Archives/edgar/data/1137774/000119312513071582/d450278d10k.htm,https://www.sec.gov//Archives/edgar/data/1137774/000119312512078116/d291665d10k.htm,https://www.sec.gov//Archives/edgar/data/1137774/000119312511047467/d10k.htm,https://www.sec.gov//Archives/edgar/data/1137774/000119312510043048/d10k.htm,,,,,,,,
PEG,https://www.sec.gov//Archives/edgar/data/81033/000078878419000005/pseg201810k.htm,https://www.sec.gov//Archives/edgar/data/81033/000078878418000004/pseg201710kq4.htm,https://www.sec.gov//Archives/edgar/data/81033/000078878417000003/pseg201610kq4.htm,https://www.sec.gov//Archives/edgar/data/81033/000078878416000014/pseg201510kq4.htm,https://www.sec.gov//Archives/edgar/data/81033/000078878415000002/pseg201410kq4.htm,https://www.sec.gov//Archives/edgar/data/81033/000078878414000004/pseg201310k.htm,https://www.sec.gov//Archives/edgar/data/81033/000078878413000003/pseg201210k.htm,https://www.sec.gov//Archives/edgar/data/81033/000119312512081813/d257198d10k.htm,https://www.sec.gov//Archives/edgar/data/81033/000119312511047330/d10k.htm,https://www.sec.gov//Archives/edgar/data/81033/000119312510040508/d10k.htm,,,,,,,,
PSA,https://www.sec.gov//Archives/edgar/data/1393311/000139331119000004/psa-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331118000004/psa-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331117000008/psa-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331116000036/psa-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331115000005/psa-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331114000009/psa-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331113000004/ps10k_2012.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331112000013/ps10k_20111231.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331111000011/ps10k_123110.htm,https://www.sec.gov//Archives/edgar/data/1393311/000139331110000004/ps10k_123109.htm,,,,,,,,
PHM,https://www.sec.gov//ix?doc=/Archives/edgar/data/822416/000082241619000008/a201810-k.htm,https://www.sec.gov//Archives/edgar/data/822416/000082241618000009/a201710-k.htm,https://www.sec.gov//Archives/edgar/data/822416/000082241617000008/a201610-k.htm,https://www.sec.gov//Archives/edgar/data/822416/000082241616000048/a201510-k.htm,https://www.sec.gov//Archives/edgar/data/822416/000082241615000007/a201410-k.htm,https://www.sec.gov//Archives/edgar/data/822416/000082241614000010/a201310-k.htm,https://www.sec.gov//Archives/edgar/data/822416/000082241613000006/a201210-k.htm,https://www.sec.gov//Archives/edgar/data/822416/000082241612000010/phm-12312011x10k.htm,https://www.sec.gov//Archives/edgar/data/822416/000119312511029989/d10k.htm,,,,,,,,,
PVH,https://www.sec.gov//Archives/edgar/data/78239/000007823919000011/pvh10k2018.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823918000007/pvh10k2017.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823917000009/pvh10k2016.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823916000062/pvh10k2015.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823915000008/pvh10k2014.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823914000017/pvh10k2013.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823913000019/pvh10k2012.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823912000024/pvh10k2011.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823911000015/formtenkjan302011.htm,https://www.sec.gov//Archives/edgar/data/78239/000007823902000006/amendx.htm,,,,,,,,
QRVO,https://www.sec.gov//Archives/edgar/data/1604778/000160477819000031/qorvo2019033010-k.htm,https://www.sec.gov//Archives/edgar/data/1604778/000160477818000023/qorvo2018033110-k.htm,https://www.sec.gov//Archives/edgar/data/1604778/000160477817000031/qorvo2017040110-k.htm,https://www.sec.gov//Archives/edgar/data/1604778/000160477816000175/qorvo2016040210-k.htm,https://www.sec.gov//Archives/edgar/data/1604778/000160477815000051/qorvo20150328-10xk.htm,,,,,,,,,,,,,
QCOM,https://www.sec.gov//Archives/edgar/data/804328/000172894918000095/qcom10-k2018.htm,https://www.sec.gov//Archives/edgar/data/804328/000123445217000190/qcom10-k2017.htm,https://www.sec.gov//Archives/edgar/data/804328/000123445216000552/qcom10-k2016.htm,https://www.sec.gov//Archives/edgar/data/804328/000123445215000271/qcom10-k2015.htm,https://www.sec.gov//Archives/edgar/data/804328/000123445214000320/qcom10-k2014.htm,https://www.sec.gov//Archives/edgar/data/804328/000123445213000483/qcom10-k2013.htm,https://www.sec.gov//Archives/edgar/data/804328/000123445212000371/qcom10-k2012.htm,https://www.sec.gov//Archives/edgar/data/804328/000123445211000360/qcom10-k2011.htm,https://www.sec.gov//Archives/edgar/data/804328/000095012310100207/a57478e10vk.htm,https://www.sec.gov//Archives/edgar/data/804328/000095012309072780/a54714e10vkza.htm,https://www.sec.gov//Archives/edgar/data/804328/000095012309057827/a54086e10vk.htm,,,,,,,
PWR,https://www.sec.gov//ix?doc=/Archives/edgar/data/1050915/000105091519000014/pwr-123118x10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000105091518000003/pwr-123117x10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000119312517064821/d295903d10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000119312516485494/d69866d10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000119312515073003/d834546d10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000119312514079763/d637038d10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000119312513087221/d457733d10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000119312512088822/d264834d10k.htm,https://www.sec.gov//Archives/edgar/data/1050915/000095012311020719/h78392e10vk.htm,https://www.sec.gov//Archives/edgar/data/1050915/000095012310019204/h68032e10vk.htm,,,,,,,,
DGX,https://www.sec.gov//Archives/edgar/data/1022079/000102207919000030/dgx1231201810-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000102207918000038/dgx1231201710-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000102207917000032/dgx1231201610-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000102207916000195/dgx1231201510-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000102207915000034/dgx1231201410-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000102207914000013/dgx1231201310-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000102207913000014/dgx1231201210-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000093041312000949/c68209_10k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000093041311001115/c64010_10-k.htm,https://www.sec.gov//Archives/edgar/data/1022079/000093041310000862/c60319_10k.htm,,,,,,,,
RRC,https://www.sec.gov//Archives/edgar/data/315852/000156459019004113/rrc-10k_20181231.htm,https://www.sec.gov//Archives/edgar/data/315852/000156459018003566/rrc-10k_20171231.htm,https://www.sec.gov//Archives/edgar/data/315852/000156459017002025/rrc-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/315852/000156459016013402/rrc-10k_20151231.htm,https://www.sec.gov//Archives/edgar/data/315852/000156459015000899/rrc-10k_20141231.htm,https://www.sec.gov//Archives/edgar/data/315852/000156459014000349/rrc-10k_20131231.htm,https://www.sec.gov//Archives/edgar/data/315852/000119312513077384/d447208d10k.htm,https://www.sec.gov//Archives/edgar/data/315852/000119312512075269/d260821d10ka.htm,https://www.sec.gov//Archives/edgar/data/315852/000095012311021121/d78300a1e10vkza.htm,https://www.sec.gov//Archives/edgar/data/315852/000095012310015884/d70383e10vk.htm,,,,,,,,
RJF,https://www.sec.gov//Archives/edgar/data/720005/000072000518000083/rjf-20180930x10k.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000517000089/rjf-20170930x10k.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000516000169/rjf-2016930x10k.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000515000075/rjf-2015930x10k.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000514000077/rjf-2014930x10k.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000513000089/rjf-2013930x10k.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000512000113/rjf-2012930x10k.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000511000101/k10093011.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000510000081/k10093010.htm,https://www.sec.gov//Archives/edgar/data/720005/000072000505000189/amendedbylaws1.htm,,,,,,,,
RTN,https://www.sec.gov//ix?doc=/Archives/edgar/data/1047122/000104712219000007/rtn-12312018x10k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000104712218000022/rtn-12312017x10k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000104712217000018/rtn-12312016x10k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000104712216000210/rtn-1231201510k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000104712215000026/rtn-1231201410k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000104712214000013/rtn-1231201310k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000104712213000015/rtn-12312012x10k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000104712212000044/rtn-12312011x10k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000119312511043015/d10k.htm,https://www.sec.gov//Archives/edgar/data/1047122/000119312510038391/d10k.htm,,,,,,,,
O,https://www.sec.gov//Archives/edgar/data/726728/000072672819000041/realtyincome10k201810ka.htm,https://www.sec.gov//Archives/edgar/data/726728/000072672819000038/realtyincome10k2018.htm,https://www.sec.gov//Archives/edgar/data/726728/000110465918011376/a18-1096_110k.htm,https://www.sec.gov//Archives/edgar/data/726728/000110465917011170/a17-1163_110k.htm,https://www.sec.gov//Archives/edgar/data/726728/000110465916095923/a15-23382_110k.htm,https://www.sec.gov//Archives/edgar/data/726728/000110465915011630/a14-25802_110k.htm,https://www.sec.gov//Archives/edgar/data/726728/000110465914010697/a13-26753_110k.htm,https://www.sec.gov//Archives/edgar/data/726728/000110465913010950/a12-27698_110k.htm,https://www.sec.gov//Archives/edgar/data/726728/000114036112007480/ri10k_2011yt.htm,https://www.sec.gov//Archives/edgar/data/726728/000072672811000013/ri10k_2010yt.htm,,,,,,,,
RHT,https://www.sec.gov//ix?doc=/Archives/edgar/data/1087423/000108742319000012/rht-10kq4fy19.htm,https://www.sec.gov//Archives/edgar/data/1087423/000108742318000010/rht-10kq4fy18.htm,https://www.sec.gov//Archives/edgar/data/1087423/000119312517139562/d293614d10k.htm,https://www.sec.gov//Archives/edgar/data/1087423/000119312516556503/d131236d10k.htm,https://www.sec.gov//Archives/edgar/data/1087423/000119312515153023/d836093d10k.htm,https://www.sec.gov//Archives/edgar/data/1087423/000119312514157171/d671918d10k.htm,https://www.sec.gov//Archives/edgar/data/1087423/000119312513173724/d484576d10k.htm,https://www.sec.gov//Archives/edgar/data/1087423/000119312512182074/d301497d10k.htm,https://www.sec.gov//Archives/edgar/data/1087423/000119312511117416/d10k.htm,,,,,,,,,
REG,https://www.sec.gov//Archives/edgar/data/910606/000091060619000006/reg10-k123118.htm,https://www.sec.gov//Archives/edgar/data/910606/000091060618000010/reg10-k123117.htm,https://www.sec.gov//Archives/edgar/data/910606/000091060617000006/reg10-k123116.htm,https://www.sec.gov//Archives/edgar/data/910606/000091060616000047/reg10-k123115.htm,https://www.sec.gov//Archives/edgar/data/910606/000091060615000006/reg10-k123114.htm,https://www.sec.gov//Archives/edgar/data/910606/000091060614000004/reg10-k123113.htm,https://www.sec.gov//Archives/edgar/data/910606/000091060613000009/reg10-k123112.htm,https://www.sec.gov//Archives/edgar/data/910606/000091060612000004/reg10-k123111.htm,https://www.sec.gov//Archives/edgar/data/910606/000119312511051803/d10k.htm,,,,,,,,,
REGN,https://www.sec.gov//Archives/edgar/data/872589/000153217619000009/regn-123118x10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000153217618000013/regn-123117x10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000153217617000008/regn-123116x10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000153217616000045/regn-123115x10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000153217615000008/regn-123114x10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000153217614000008/regn-123113x10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000153217613000004/regn-123112x10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000120677412000709/regeneron_10k.htm,https://www.sec.gov//Archives/edgar/data/872589/000120677411000263/regeneron_10k.htm,,,,,,,,,
RF,https://www.sec.gov//Archives/edgar/data/1281761/000128176119000019/rf-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000128176118000016/rf-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000128176117000026/rf-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000128176116000108/rf-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000128176115000022/rf-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000128176114000009/rf-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000119312513069212/d418921d10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000119312512078199/d249628d10k.htm,https://www.sec.gov//Archives/edgar/data/1281761/000119312511070898/d10ka.htm,https://www.sec.gov//Archives/edgar/data/1281761/000119312510036446/d10k.htm,,,,,,,,
RSG,https://www.sec.gov//ix?doc=/Archives/edgar/data/1060391/000106039119000008/rsg-2018x1231x10xk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000106039118000005/rsg-2017x1231x10xk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000106039117000012/rsg-2016x1231x10xk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000106039116000060/rsg-2015x1231x10xk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000106039115000010/rsg-2014x1231x10xk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000106039114000011/rsg-2013x1231x10xk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000106039113000011/rsg2012x1231x10xk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000119312512067094/d266251d10k.htm,https://www.sec.gov//Archives/edgar/data/1060391/000095012311015710/p18372e10vk.htm,https://www.sec.gov//Archives/edgar/data/1060391/000095012310016361/p16448e10vk.htm,,,,,,,,
RMD,https://www.sec.gov//Archives/edgar/data/943819/000094381918000013/rmd-20180630x10k.htm,https://www.sec.gov//Archives/edgar/data/943819/000119312517248016/d380137d10k.htm,https://www.sec.gov//Archives/edgar/data/943819/000119312516673607/d219038d10k.htm,https://www.sec.gov//Archives/edgar/data/943819/000119312515281887/d91689d10k.htm,https://www.sec.gov//Archives/edgar/data/943819/000119312514301852/d765496d10k.htm,https://www.sec.gov//Archives/edgar/data/943819/000119312513331415/d579332d10k.htm,https://www.sec.gov//Archives/edgar/data/943819/000119312512353206/d372956d10k.htm,https://www.sec.gov//Archives/edgar/data/943819/000119312511224622/d10k.htm,,,,,,,,,,
RHI,https://www.sec.gov//Archives/edgar/data/315213/000162828019001488/rhi10k123118.htm,https://www.sec.gov//Archives/edgar/data/315213/000162828018001911/rhi10k123117.htm,https://www.sec.gov//Archives/edgar/data/315213/000162828017001192/rhi10k123116.htm,https://www.sec.gov//Archives/edgar/data/315213/000162828016011322/rhi10k123115.htm,https://www.sec.gov//Archives/edgar/data/315213/000162828015000736/rhi10k123114.htm,https://www.sec.gov//Archives/edgar/data/315213/000119312514054441/d635026d10k.htm,https://www.sec.gov//Archives/edgar/data/315213/000119312513062356/d453726d10k.htm,https://www.sec.gov//Archives/edgar/data/315213/000119312512067457/d230200d10k.htm,https://www.sec.gov//Archives/edgar/data/315213/000119312511038990/d10k.htm,,,,,,,,,
ROK,https://www.sec.gov//Archives/edgar/data/1024478/000102447818000032/fy2018form10k.htm,https://www.sec.gov//Archives/edgar/data/1024478/000102447817000034/fy2017form10k.htm,https://www.sec.gov//Archives/edgar/data/1024478/000102447816000071/fy2016form10k.htm,https://www.sec.gov//Archives/edgar/data/1024478/000102447815000028/fy2015form10k.htm,https://www.sec.gov//Archives/edgar/data/1024478/000102447814000031/fy2014form10k.htm,https://www.sec.gov//Archives/edgar/data/1024478/000102447813000035/fy2013form10k.htm,https://www.sec.gov//Archives/edgar/data/1024478/000102447812000024/fy2012form10k.htm,https://www.sec.gov//Archives/edgar/data/1024478/000095012311098301/c21764e10vk.htm,https://www.sec.gov//Archives/edgar/data/1024478/000095012310106922/c07527e10vk.htm,https://www.sec.gov//Archives/edgar/data/1024478/000095012309063897/c92248e10vk.htm,,,,,,,,
COL,https://www.sec.gov//Archives/edgar/data/1137411/000113741118000111/col_9302018x10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000113741117000126/col_9302017x10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000113741116000223/col_9302016x10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000113741115000135/col_9302015x10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000113741114000116/col_9302014x10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000113741113000174/col_9302013x10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000113741112000120/col_9302012x10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000120677411002553/rockwellcollins_10k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000104746910010012/a2201110z10-k.htm,https://www.sec.gov//Archives/edgar/data/1137411/000114420409061465/v166971_10k.htm,,,,,,,,
ROP,https://www.sec.gov//Archives/edgar/data/882835/000088283519000010/a201810-kdoc.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283518000011/a201710-kdoc.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283517000006/cy2016_10-k.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283516000035/cy2015_10-k.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283515000009/cy2014_10-k.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283514000011/cy2013_10-k.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283513000008/roper10-k_2012.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283512000013/cy2011_10-k.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283511000004/cy2010.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283510000009/cy2009_10-k.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283504000006/credit_agr.htm,https://www.sec.gov//Archives/edgar/data/882835/000088283503000029/amend2_10-02.htm,,,,,,
ROST,https://www.sec.gov//Archives/edgar/data/745732/000074573219000009/rost-20190202x10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000074573218000004/rost-20180203x10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000074573217000009/rost-20170128x10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000074573216000037/rost-20160130x10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000074573215000009/rost-20150131x10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000074573214000006/rost-20140201x10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000074573213000006/rost-20130202x10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000120677412001210/rossstores_10k.htm,https://www.sec.gov//Archives/edgar/data/745732/000120677411000627/rossstores_10k.htm,,,,,,,,,
RCL,https://www.sec.gov//Archives/edgar/data/884887/000088488719000017/rcl-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000088488718000017/rcl-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000088488717000020/rcl-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000088488716000126/rcl-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000088488715000025/rcl-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000088488714000023/rcl-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000104746913001567/a2213132z10-k.htm,https://www.sec.gov//Archives/edgar/data/884887/000119312512087322/d254924d10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000119312511045435/d10k.htm,https://www.sec.gov//Archives/edgar/data/884887/000088488706000003/arne_wilhemsen.htm,,,,,,,,
SPGI,https://www.sec.gov//Archives/edgar/data/64040/000006404019000059/spgi-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000006404018000061/spgi-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000006404017000015/spgi-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000006404016000042/mhfi-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000006404015000004/mhfi-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000006404014000007/mhfi-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000006404013000008/mhp-20121231x10ka.htm,https://www.sec.gov//Archives/edgar/data/64040/000006404013000005/mhp-20121231x10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000119312512043165/d272748d10k.htm,https://www.sec.gov//Archives/edgar/data/64040/000095012311017079/y88684e10vk.htm,https://www.sec.gov//Archives/edgar/data/64040/000095012310016328/y80741e10vk.htm,,,,,,,
CRM,https://www.sec.gov//Archives/edgar/data/1108524/000110852419000009/crmq4fy1910-k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000110852418000011/crmq4fy1810-k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000110852417000006/crm-2017131x10k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000110852416000053/crm-2016131x10k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000110852415000008/crm-2015131x10k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000119312514084762/d648028d10k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000119312513098852/d466584d10k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000119312512107281/d279348d10k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000119312511075314/d10k.htm,https://www.sec.gov//Archives/edgar/data/1108524/000119312510053838/d10k.htm,,,,,,,,
SBAC,https://www.sec.gov//Archives/edgar/data/1034054/000103405419000002/sbac-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000103405418000003/sbac-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000103405417000003/sbac-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000103405416000018/sbac-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000103405415000004/sbac-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000103405414000004/sbac-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000119312513080059/d450617d10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000119312512081211/d261091d10k.htm,https://www.sec.gov//Archives/edgar/data/1034054/000119312511047174/d10k.htm,,,,,,,,,
SCG,https://www.sec.gov//Archives/edgar/data/91882/000075473719000008/a12312018-10k.htm,https://www.sec.gov//Archives/edgar/data/91882/000075473718000115/a12312017-10k.htm,https://www.sec.gov//Archives/edgar/data/91882/000075473717000014/a12312016-10k.htm,https://www.sec.gov//Archives/edgar/data/91882/000075473716000089/a12312015-10k.htm,https://www.sec.gov//Archives/edgar/data/91882/000075473715000019/a12312014-10k.htm,https://www.sec.gov//Archives/edgar/data/91882/000075473714000008/a12312013-10k.htm,https://www.sec.gov//Archives/edgar/data/91882/000075473713000015/a12312012-10k.htm,https://www.sec.gov//Archives/edgar/data/91882/000110465912014455/a12-1042_310k.htm,https://www.sec.gov//Archives/edgar/data/91882/000104746911001603/a2202219z10-k.htm,https://www.sec.gov//Archives/edgar/data/91882/000075473707000017/amendeddcp1.htm,https://www.sec.gov//Archives/edgar/data/81025/000075473706000045/scanaratio.htm,,,,,,,
SLB,https://www.sec.gov//Archives/edgar/data/87347/000156459019000928/slb-10k_20181231.htm,https://www.sec.gov//Archives/edgar/data/87347/000156459018000821/slb-10k_20171231.htm,https://www.sec.gov//Archives/edgar/data/87347/000156459017000589/slb-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/87347/000156459016012009/slb-10k_20151231.htm,https://www.sec.gov//Archives/edgar/data/87347/000156459015000337/slb-10k_20141231.htm,https://www.sec.gov//Archives/edgar/data/87347/000156459014000090/slb-10k_20131231.htm,https://www.sec.gov//Archives/edgar/data/87347/000119312513031766/d456349d10k.htm,https://www.sec.gov//Archives/edgar/data/87347/000119312512034426/d272746d10k.htm,https://www.sec.gov//Archives/edgar/data/87347/000095012311009144/h77795e10vk.htm,https://www.sec.gov//Archives/edgar/data/87347/000119312510023041/d10k.htm,,,,,,,,
STX,https://www.sec.gov//Archives/edgar/data/1137789/000119312518238271/d832608d10k.htm,https://www.sec.gov//Archives/edgar/data/1137789/000119312517248796/d410656d10k.htm,https://www.sec.gov//Archives/edgar/data/1137789/000104746916014732/a2229376z10-k.htm,https://www.sec.gov//Archives/edgar/data/1137789/000104746915006787/a2225686z10-k.htm,https://www.sec.gov//Archives/edgar/data/1137789/000104746914006770/a2221037z10-k.htm,https://www.sec.gov//Archives/edgar/data/1137789/000104746913008213/a2216245z10-k.htm,https://www.sec.gov//Archives/edgar/data/1137789/000104746912007998/a2210517z10-k.htm,https://www.sec.gov//Archives/edgar/data/1137789/000104746911007483/a2205181z10-k.htm,,,,,,,,,,
SEE,https://www.sec.gov//Archives/edgar/data/1012100/000162828019001538/q4201810-kdocument.htm,https://www.sec.gov//Archives/edgar/data/1012100/000162828018001957/q4201710-kdocument.htm,https://www.sec.gov//Archives/edgar/data/1012100/000156459017001648/see-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/1012100/000156459016013004/see-10k_20151231.htm,https://www.sec.gov//Archives/edgar/data/1012100/000156459015001072/see-10k_20141231.htm,https://www.sec.gov//Archives/edgar/data/1012100/000119312514076159/d641543d10k.htm,https://www.sec.gov//Archives/edgar/data/1012100/000119312513087879/d452256d10k.htm,https://www.sec.gov//Archives/edgar/data/1012100/000119312512088645/d268456d10k.htm,https://www.sec.gov//Archives/edgar/data/1012100/000095012311018492/y88009e10vk.htm,,,,,,,,,
